ts_code,name,area,industry,list_date,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees,business_scope,main_business
000050,深天马A,深圳,元器件,19950315,SZSE,陈宏良,孙永茂,陈冰峡,204812.3051,19831108,广东,深圳市,www.tianma.com,sztmzq@tianma.cn,40513.0,从事显示器件及相关的材料、设备、产品的设计、制造、销售；提供相关技术开发、技术咨询、技术服务和技术转让；信息技术服务、咨询服务；普通货运；代理销售、代理采购显示器件及相关材料(不含限制项目)；设备租赁(不含金融租赁)；自有物业租赁；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。,"主要产品:液晶显示器,液晶显示模块."
000055,方大集团,深圳,其他建材,19960415,SZSE,熊建明,熊建明,周志刚,112338.4189,19940420,广东,深圳市,www.fangda.com,fd@fangda.com;zqb@fangda.com,2206.0,智慧、节能建筑系统，先进高端制造，技术服务，新材料，新技术，新能源，软件，电子信息等产品和技术的开发、生产、经营，物业开发、管理和租赁，兴办企业，对外投资，进出口贸易。,"主要产品:节能幕墙,光电幕墙,LED彩显幕墙等各类建筑幕墙及铝板材料;太阳能光伏;房地产等.轨道交通屏蔽门系统;主营业务:高端幕墙系统及材料,轨道交通设备及系统,太阳能光伏发电,房地产和金融等板块."
000056,皇庭国际,深圳,房产服务,19960708,SZSE,郑康豪,陈小海,曹剑,117534.5368,19850119,广东,深圳市,www.wongtee000056.com,htgj000056@163.com;htgj@wongtee000056.com;cj000056@21cn.com,722.0,从事零售商业，经营各类综合及专门零售店、连锁商业、购物中心及电子商务；从事房地产业，进行房地产投资、规划设计、装修、运营管理、物业管理及房地产营销；从事林业及林业服务业，进行林业科技研究、苗木培育、林木种植、木材采运及林产品采集，进行木材加工及人造板、木制品制造；从事租赁、商务服务业、住宿、餐饮业、居民服务业、仓储业、教育业、娱乐业等。进出口业务按深贸管审证字第012号外贸企业审定证书办理(凡属专营商品按规定办)。,"主要业务:连锁商业经营,房地产开发和物业管理."
000058,深赛格,深圳,元器件,19961226,SZSE,陈惠劼,李立武,彭爱云,123565.6249,19960716,广东,深圳市,www.segcl.com.cn,segcl@segcl.com.cn;pengay@segcl.com.cn;shigy@segcl.com.cn,2411.0,投资兴办实业（具体项目另行申报）；经营与管理电子专业市场；经营网上贸易；互联网技术开发；从事广告业务；房屋租赁；销售计算机、软件及辅助设备、电子产品；文化艺术交流活动策划（不含演出）；承办展览展示活动；儿童产业链项目的投资及经营；儿童游乐设备租赁服务（不包括金融租赁活动）；游乐场经营及服务（限分支经营）；餐饮服务（限分支经营）；企业管理咨询；教育咨询；预包装食品兼散装食品、乳制品（含婴幼儿配方奶粉）批发零售（限分支经营）；文化用品、工艺礼品、玩具、童装、电子产品、工艺品、日用百货的销售；摄影服务；新能源的技术开发；光伏发电和光伏一体化建筑工程总承包；碲化镉薄膜太阳能电池组件的技术开发、技术服务；投资建设光伏电站、承接建筑一体化光伏幕墙工程；国内贸易（不含专营、专卖、专控商品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）信息服务业务（仅限互联网信息服务）；食品销售；制造、销售碲化镉太阳能电池组件产品；在合法取得土地使用权范围内从事房地产开发经营；购销建筑材料、装饰材料；建筑装饰工程；装修工程；物业管理、物业管理顾问；高层楼宇、工业区、居住区房屋和配套设施、设备管理的维修；商品楼宇管理；保洁服务；家政服务；停车场服务；酒店管理；提供住宿服务；烟草制品零售、酒类零售；中西式简餐制售、书吧、酒吧、食品零售。,"主营业务是电子专业市场及配套项目的开发及经营,物业租赁服务业务,IT产品渠道零售终端业务,电子商务和小额贷款增值业务.主要业务为租赁业务和其他第三产业,经营与管理电子专业市场."
000059,华锦股份,辽宁,石油加工,19970130,SZSE,任勇强,任勇强,孙世界,159944.2537,19970123,辽宁,盘锦市,www.huajinchem.com,xlj2000127@163.com;huajincorp@163.com,8298.0,1.3-丁二烯；氨；苯；苯乙烯；丙烯；氮[压缩的]；二甲苯；工业用丁二烯抽余碳四；工业用丁二烯抽余液；甲苯；裂解燃料油(混合苯3#)；硫磺；煤油；石脑油；碳九；碳五馏分；氩[液化的]；氧[液化的]；液化石油气；乙烯；石油产品及化工产品生产销售(除易燃易爆危险品)；塑料制品、建安工程、压力容器制造、普通货物运输；生活饮用水(以上各项限分公司经营)。(依法须经批准的项目，经相关部门批准后方可开展经营活动。),"主要业务:石油化工产品,化学肥料的生产与销售"
000060,中金岭南,深圳,铅锌,19970123,SZSE,余刚,张木毅,薛泽彬,356968.5327,19840901,广东,深圳市,www.nonfemet.com,dsh@nonfemet.com.cn;zjln@nonfemet.com.cn,9855.0,兴办实业(具体项目另行申报)；国内贸易(不含专营、专控、专卖商品)；经济信息咨询(不含限制项目)；经营进出口业务；在韶关市设立分公司从事采选、冶炼、制造、加工：有色金属矿产品、冶炼产品、深加工产品、综合利用产品(含硫酸、氧气、硫磺、镓、锗、电炉锌粉的生产)及包装物、容器(含钢提桶、塑料编织袋)(以上经营范围仅限于分支机构生产，其营业执照另行申报)；建筑材料、机械设备及管道安装、维修；工程建设、地测勘探、科研设计；从事境内外期货业务；饮食、旅游(由下属机构经营)；成品油零售、过磅；房屋出租；收购、加工有色金属矿石；矿物及选矿药剂的计量、检验检测。,"主要产品:铅锭,锌锭及锌合金,白银,黄金,镉锭,锗锭,铟锭,工业硫酸,硫磺等产品.主要业务:铅锌矿的开采,选矿以及铅锌金属的冶炼."
000061,农产品,深圳,农业综合,19970110,SZSE,何建锋,黄明,江疆,169696.4131,19890114,广东,深圳市,www.szap.com,ir@szap.com,4824.0,开发、建设、经营、管理农产品批发市场(农产品批发市场的营业执照需另行申办)；经营管理市场租售业务；国内商业、物资供销业(不含专营、专控、专卖商品)；经营农产品、水产品的批发、连锁经营和进出口业务(具体经营需另行办理营业执照)；为农产品批发市场提供配套的招待所、小卖部、食店、运输、装卸、仓储、包装(具体项目营业执照另行申报)；从事信息咨询(不含法律、行政法规、国务院决定禁止及规定需审批的项目)、物业管理、酒店管理；自有物业租赁；市场投资、投资兴办实业(具体项目另行申报)。(以上涉及国家法律、行政法规、国务院决定规定需报经审批的项目，需经审批后方可经营。),"主要业务:农产品批发市场,商场销售,农产品加工生产养殖,农产品配套服务."
000062,深圳华强,深圳,批发业,19970130,SZSE,胡新安,胡新安,王瑛,104590.9322,19940119,广东,深圳市,www.szhq000062.com,wying@szhq.com;szhqsygf@szhq.com;hhui@szhq.com;lmqun@szhq.com,1905.0,投资兴办各类实业(具体项目需另行申报)；经营国内商业、物资供销业(不含专营、专卖、专控商品)；自有物业管理、开发与租赁；经济信息咨询、服务；自有物业管理；激光头及其应用产品；计算机软硬件及系统集成；通信产品；广告业务。,"主营业务为电子元器件线下分销,电子元器件线上交易平台,电子元器件及电子终端产品线下交易平台,品牌终端产品线上分销,硬件+互联网的创新创业服务,其他物业经营等"
000063,中兴通讯,深圳,通信设备,19971118,SZSE,李自学,徐子阳,李自学,419267.1843,19971111,广东,深圳市,www.zte.com.cn,IR@zte.com.cn,68240.0,生产程控交换系统、多媒体通讯系统、通讯传输系统；研制、生产移动通信系统设备、卫星通讯、微波通讯设备、寻呼机，计算机软硬件、闭路电视、微波通信、信号自动控制、计算机信息处理、过程监控系统、防灾报警系统、新能源发电及应用系统等项目的技术设计、开发、咨询、服务；铁路、地下铁路、城市轨道交通、公路、厂矿、港口码头、机场的有线无线通信等项目的技术设计、开发、咨询、服务(不含限制项目)；通信电源及配电系统的研发、生产、销售、技术服务、工程安装、维护；数据中心基础设施及配套产品(含供配电、空调制冷设备、冷通道、智能化管理系统等)的研发、生产、销售、技术服务、工程安装、维护；电子设备、微电子器件的购销(不含专营、专控、专卖商品)；承包境外及相关工程和境内国际招标工程，上述境外工程所需的设备，材料进出口，对外派遣实施上述境外工程的劳务人员；电子系统设备的技术开发和购销(不含限制项目及专营、专控、专卖商品)；经营进出口业务(按贸发局核发的资格证执行)；电信工程专业承包(待取得资质证书后方可经营)；自有房屋租赁。公司可根据国内外市场的变化、业务发展和自身能力，经股东大会和有关政府部门批准后，依法变更经营范围和调整经营方式。,"主要业务为无线通信系统,有线交换和接入系统,数据通讯系统,多媒体通讯系统,光通信系统,卫星及微波通讯系统,移动通信终端,电信软件业务开发与生产以及包括承包境内外通讯工程和国际招标在内的各种对内,外经济技术合作业务,电信工程专业承包.主要产品:无线通信产品,有线交换及接入产品,数据及光通信产品,移动通信终端产品."
000065,北方国际,北京,建筑施工,19980605,SZSE,原军,原军,杜晓东,76950.541,19860405,北京,北京市,www.norinco-intl.com,bfgj@norinco-intl.com,1921.0,各类型工业、能源、交通、民用工程建设项目的施工总承包；自营和代理各类商品及技术的进出口业务，但国家限定经营或禁止进出口的商品及技术除外；经营进料加工和“三来一补”业务；经营对销贸易和转口贸易；承包境外工程及境内国际招标工程；上述境外工程所需的设备、材料出口；对外派遣实施上述境外工程所需的劳务人员；铝制品，铝型材，铝门窗；建筑幕墙和室内外装饰工程设计、制作、施工；机械安装及修理。,"主要业务:国际工程承包,国内建筑安装,产品生产销售."
000066,中国长城,深圳,电脑设备,19970626,SZSE,宋黎定,徐刚,郭镇,293616.55600000004,19970619,广东,深圳市,www.greatwall.cn,stock@greatwall.com.cn,13846.0,计算机软件、硬件、终端及其外部设备、网络系统及系统集成、电子产品及零部件、金融机具、税控机具、计量仪表、安防产品、移动通讯设备、无线电话机(手机)、通信及网络产品、数字音视频产品的技术开发、销售及售后服务，并提供相关的技术和咨询服务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；投资兴办实业(具体项目另行申报)；自营进出口业务(具体按深贸营登证字第49号文执行)；房地产开发经营；房屋、设备等固定资产租赁(不含金融租赁)；物业管理及相关服务业务；国内商业、物资供销业(不含专营、专控、专卖商品)。(依法须经批准的项目，经相关部门批准后方可开展经营活动；法律、法规规定无需许可(审批)的，市场主体自主选择经营。)计算机软件、硬件、终端及其外部设备、网络系统及系统集成、电子产品及零部件、金融机具、税控机具、计量仪表、安防产品、移动通讯设备、无线电话机(手机)、通信及网络产品、数字音视频产品的生产、加工；经营自行开发的电子出版物、零售各类软件及电子出版物。,"主要产品:电脑及外设,技术服务."
